Pk,Tm,Player,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,RTG,RTG_exp,RTG_diff,PTS_exp,TRB_exp,AST_exp
37,MIA,Eddie House,0.409,0.39,0.851,17.3,7.5,1.7,1.6,20,0.077,10.8,8.883,1.917,5.146,2.421,1.317
7,CHI,Kirk Hinrich,0.413,0.377,0.8,32.2,11.8,3.1,5.2,51.1,0.098,20.1,18.192,1.908,11.237,4.417,2.538
58,DET,Don Reid,0.53,0,0.658,13.3,3.6,2.9,0.4,13.7,0.123,6.9,5,1.9,3.025,1.575,0.4
36,SAC,Ray McCallum,0.378,0.364,0.733,18.4,5.8,1.6,2.4,0.4,0.021,9.8,7.921,1.879,4.574,2.463,0.884
12,LAL,George Lynch,0.446,0.306,0.652,22.8,6.6,5,1.4,32.3,0.088,13,11.125,1.875,6.512,3.496,1.117
39,SAC,Anthony Johnson,0.414,0.356,0.745,19.6,5.6,1.7,2.9,23.2,0.072,10.2,8.325,1.875,4.965,2.1,1.26
33,SEA,Jelani McCoy,0.539,,0.49,14.7,4.6,3.5,0.5,5.1,0.064,8.6,6.771,1.829,3.717,2.387,0.667
53,SAS,Nando De Colo,0.429,0.363,0.835,11.9,3.8,1.8,1.7,2.4,0.081,7.3,5.575,1.725,3.108,1.633,0.833
27,IND,Primoz Brezec,0.498,0.167,0.701,18.1,7.2,3.9,0.5,10.8,0.084,11.6,9.883,1.717,5.729,2.921,1.233
21,NJN,Anthony Parker,0.444,0.404,0.794,27.8,9.1,3.2,2.3,24.5,0.085,14.6,12.896,1.704,7.538,3.346,2.013
18,DET,Theo Ratliff,0.496,0,0.71,25.3,7.2,5.7,0.6,47.9,0.112,13.5,11.804,1.696,7.175,3.387,1.242
43,SAS,Tony Massenburg,0.47,0.091,0.705,18,6.2,4.3,0.4,15.6,0.061,10.9,9.238,1.662,5.857,2.381,1
38,HOU,Eduardo Najera,0.481,0.311,0.671,18.1,4.9,3.7,0.8,24.7,0.106,9.4,7.758,1.642,4.321,2.068,1.368
23,IND,Travis Best,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,12.9,11.258,1.642,6.7,3.213,1.346
10,ORL,Bison Dele,0.528,0.143,0.691,24.2,11,6.2,1.1,22.8,0.109,18.3,16.679,1.621,10.442,4.133,2.104
49,MIL,Jason Hart,0.417,0.315,0.788,15.5,4.8,1.7,2.3,8.6,0.078,8.8,7.18,1.62,4.033,2.207,0.94
32,CHI,A.J. Guyton,0.377,0.378,0.822,15.6,5.5,1,1.8,0.3,0.01,8.3,6.69,1.61,4.033,1.667,0.99
18,BOS,Gerald Green,0.427,0.371,0.821,20,9.9,2.5,1,10.8,0.071,13.4,11.804,1.596,7.175,3.387,1.242
46,GSW,Stephane Lasme,0.451,,0.594,18.9,5.2,3.3,0.2,0.3,0.041,8.7,7.169,1.531,4.512,1.931,0.725
32,MEM,Will Solomon,0.378,0.298,0.692,13.8,5.1,1.1,2,0,0,8.2,6.69,1.51,4.033,1.667,0.99
19,BOS,Avery Bradley,0.439,0.363,0.779,23.7,9.4,2.3,1.4,4.2,0.04,13.1,11.6,1.5,7.196,3.158,1.246
13,IND,Dale Davis,0.53,0,0.562,27.1,8,7.9,0.9,86.9,0.141,16.8,15.362,1.438,9.5,3.925,1.938
3,BOS,Chauncey Billups,0.415,0.387,0.894,31.6,15.2,2.9,5.4,120.8,0.176,23.5,22.071,1.429,14.062,4.875,3.133
52,BOS,Luke Harangody,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,6.9,5.489,1.411,3.017,1.661,0.811
4,WSB,Rasheed Wallace,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139,22.9,21.496,1.404,13.212,5.262,3.021
55,BOS,E'Twaun Moore,0.407,0.349,0.791,18,6.1,1.7,1.8,2.2,0.029,9.6,8.209,1.391,4.845,2.373,0.991
36,VAN,Lawrence Moten,0.408,0.299,0.652,15.2,6.3,1.5,1.5,0,0.001,9.3,7.921,1.379,4.574,2.463,0.884
14,HOU,Patrick Patterson,0.484,0.374,0.724,22.6,8.3,4.6,1,12.6,0.103,13.9,12.538,1.362,7.938,3.233,1.367
23,SAC,Omri Casspi,0.423,0.35,0.677,20.5,7.7,3.8,1.1,9.8,0.068,12.6,11.258,1.342,6.7,3.213,1.346
13,PHO,Markieff Morris,0.443,0.333,0.761,23.3,10.1,5.2,1.4,10.2,0.09,16.7,15.362,1.338,9.5,3.925,1.938
3,PHI,Jerry Stackhouse,0.409,0.309,0.822,31.2,16.9,3.2,3.3,52.4,0.083,23.4,22.071,1.329,14.062,4.875,3.133
10,SAC,Spencer Hawes,0.465,0.359,0.704,24.8,9.6,6.4,2,17.9,0.069,18,16.679,1.321,10.442,4.133,2.104
20,CHH,Scott Burrell,0.418,0.373,0.723,19.8,6.9,3.5,1.4,16.4,0.104,11.8,10.483,1.317,6.317,2.729,1.438
18,GSW,Marco Belinelli,0.432,0.397,0.814,22.8,9.5,2,1.6,17.1,0.081,13.1,11.804,1.296,7.175,3.387,1.242
26,IND,Vonteego Cummings,0.383,0.321,0.726,19,6.9,1.9,2.7,2.2,0.028,11.5,10.208,1.292,6.146,2.842,1.221
55,POR,Mike Taylor,0.412,0.325,0.691,15.1,5.7,1.7,2.1,-0.4,-0.028,9.5,8.209,1.291,4.845,2.373,0.991
12,MIA,Harold Miner,0.46,0.311,0.785,18.7,9,2.2,1.2,4.2,0.053,12.4,11.125,1.275,6.512,3.496,1.117
51,VAN,Chris Robinson,0.376,0.374,0.571,14.4,4.6,1.5,1.4,-0.1,-0.003,7.5,6.227,1.273,3.691,1.673,0.864
1,NJN,Derrick Coleman,0.447,0.295,0.769,33.2,16.5,9.3,2.5,64.3,0.119,28.3,27.029,1.271,16.708,7.358,2.962
23,POR,Travis Outlaw,0.423,0.337,0.744,20.9,8.5,3.2,0.8,16.5,0.061,12.5,11.258,1.242,6.7,3.213,1.346
47,SAS,Chris Whitney,0.395,0.361,0.875,17.4,6.5,1.4,2.8,21.2,0.101,10.7,9.472,1.228,5.578,2.417,1.478
29,CHI,Trenton Hassell,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.041,10.4,9.175,1.225,5.27,2.79,1.115
30,MIN,Howard Eisley,0.407,0.35,0.827,20.4,6.5,1.7,3.5,19.5,0.058,11.7,10.477,1.223,6.064,3.164,1.25
20,DEN,Evan Fournier,0.446,0.396,0.748,18.2,8.2,2.1,1.4,3.3,0.072,11.7,10.483,1.217,6.317,2.729,1.438
20,MIN,Gerald Glass,0.433,0.236,0.643,16.7,7.7,2.5,1.5,1.8,0.025,11.7,10.483,1.217,6.317,2.729,1.438
5,WSB,Juwan Howard,0.469,0.12,0.764,30.3,13.4,6.1,2.2,59.4,0.078,21.7,20.492,1.208,12.658,5.133,2.7
58,MIN,Robbie Hummel,0.39,0.358,0.938,12.3,3.4,2.4,0.4,1.3,0.089,6.2,5,1.2,3.025,1.575,0.4
1,NOH,Anthony Davis,0.52,0.118,0.777,32.4,17.6,9.3,1.3,18.2,0.195,28.2,27.029,1.171,16.708,7.358,2.962
2,ORL,Victor Oladipo,0.419,0.327,0.78,31.1,13.8,4.1,4.1,1.3,0.026,22,20.838,1.162,12.367,5.779,2.692
17,GSW,Victor Alexander,0.518,0.286,0.634,20.1,8.9,4.8,0.9,8.8,0.073,14.6,13.446,1.154,8.033,3.779,1.633
33,CHI,Jake Voskuhl,0.487,0.333,0.714,14.3,4,3.4,0.5,11.6,0.087,7.9,6.771,1.129,3.717,2.387,0.667
47,PHI,Todd MacCulloch,0.541,,0.642,15.4,6.1,4,0.5,11.9,0.166,10.6,9.472,1.128,5.578,2.417,1.478
28,DAL,Lucious Harris,0.426,0.348,0.79,19.6,7.2,2.3,1.4,28.7,0.088,10.9,9.773,1.127,5.891,2.359,1.523
49,IND,James Jones,0.401,0.403,0.848,17.2,5.7,2,0.6,21.6,0.108,8.3,7.18,1.12,4.033,2.207,0.94
8,NYK,Channing Frye,0.443,0.386,0.815,24.6,9.9,5.2,1,29,0.096,16.1,14.983,1.117,9.317,3.829,1.838
32,WAS,Jermaine Taylor,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.014,7.8,6.69,1.11,4.033,1.667,0.99
34,WAS,Shelvin Mack,0.415,0.327,0.778,15.7,5.3,1.7,2.8,3.4,0.06,9.8,8.695,1.105,5.024,2.252,1.419
34,CHI,Shammond Williams,0.401,0.366,0.798,16.5,5.8,1.6,2.4,8.8,0.079,9.8,8.695,1.105,5.024,2.252,1.419
15,MIL,Giannis Antetokounmpo,0.427,0.347,0.689,24.6,7.2,4.5,1.9,1.8,0.041,13.6,12.496,1.104,7.474,3.539,1.483
25,BOS,MarShon Brooks,0.442,0.326,0.748,17.5,7.7,2.2,1.4,2.5,0.041,11.3,10.217,1.083,6.165,2.896,1.157
43,MIL,Keith Bogans,0.394,0.353,0.716,21.6,6.3,2.7,1.3,20.4,0.068,10.3,9.238,1.062,5.857,2.381,1
16,PHI,Marreese Speights,0.469,0.23,0.771,15.6,7.5,4.3,0.5,15.5,0.111,12.3,11.248,1.052,6.778,3.061,1.409
31,CHA,Jeff Taylor,0.412,0.321,0.673,20.7,6.6,2,0.8,1,0.022,9.4,8.352,1.048,5.119,2.314,0.919
23,MIN,Trevor Booker,0.536,0.28,0.611,20.3,6.5,5,0.8,12.6,0.122,12.3,11.258,1.042,6.7,3.213,1.346
38,CHA,Kyle Weaver,0.441,0.353,0.736,18.9,5,2.2,1.6,1.5,0.051,8.8,7.758,1.042,4.321,2.068,1.368
27,NOH,Darrell Arthur,0.448,0.305,0.759,17.9,6.5,3.7,0.7,8.2,0.068,10.9,9.883,1.017,5.729,2.921,1.233
15,PHO,Robin Lopez,0.532,0,0.759,20.4,8.1,4.9,0.5,24.1,0.136,13.5,12.496,1.004,7.474,3.539,1.483
48,MIN,Mark Davis,0.442,0.246,0.655,16,5.5,3,1.3,2.3,0.03,9.8,8.8,1,4.912,2.988,0.9
2,NJN,Kenny Anderson,0.421,0.346,0.79,30.1,12.6,3.1,6.1,62.5,0.116,21.8,20.838,0.962,12.367,5.779,2.692
46,IND,Kenny Williams,0.511,0,0.68,11.2,4.8,2.7,0.6,7.4,0.122,8.1,7.169,0.931,4.512,1.931,0.725
9,UTA,Gordon Hayward,0.438,0.365,0.816,28.6,12.2,3.5,3.2,16.2,0.092,18.9,17.971,0.929,10.925,4.988,2.058
28,UTA,Greg Ostertag,0.486,0.1,0.569,19.5,4.6,5.5,0.6,33.8,0.11,10.7,9.773,0.927,5.891,2.359,1.523
20,NYK,Hubert Davis,0.458,0.441,0.837,22.1,8.2,1.5,1.7,27.7,0.088,11.4,10.483,0.917,6.317,2.729,1.438
34,GSW,Andrew DeClercq,0.507,0,0.621,16.8,4.8,4.2,0.6,19.3,0.094,9.6,8.695,0.905,5.024,2.252,1.419
25,OKC,Rodrigue Beaubois,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,11.1,10.217,0.883,6.165,2.896,1.157
36,MEM,Sam Young,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,8.8,7.921,0.879,4.574,2.463,0.884
44,DET,Brian Cardinal,0.408,0.372,0.861,14.2,4.6,2.3,1,15.4,0.114,7.9,7.025,0.875,4.15,2,0.875
45,SEA,Chris King,0.423,0.383,0.633,20,6.7,3,1.1,1,0.023,10.8,9.937,0.863,6.037,2.605,1.295
31,CLE,Jason Kapono,0.442,0.434,0.835,17.8,6.7,1.7,0.8,10.3,0.055,9.2,8.352,0.848,5.119,2.314,0.919
38,ORL,Travis Diener,0.388,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102,8.6,7.758,0.842,4.321,2.068,1.368
13,SAC,Corliss Williamson,0.49,0.136,0.714,22.8,11.1,3.9,1.2,34.7,0.089,16.2,15.362,0.838,9.5,3.925,1.938
37,LAL,Ronny Turiaf,0.533,0,0.636,17,4.7,3.7,1.3,19.3,0.115,9.7,8.883,0.817,5.146,2.421,1.317
27,MEM,DeMarre Carroll,0.451,0.349,0.753,19.2,6.4,3.3,1,10.6,0.105,10.7,9.883,0.817,5.729,2.921,1.233
25,LAC,Greg Minor,0.478,0.226,0.767,18.6,6.9,2.7,1.4,8.2,0.077,11,10.217,0.783,6.165,2.896,1.157
24,OKC,Reggie Jackson,0.431,0.292,0.875,20,8.4,2.8,2.8,8.2,0.098,14,13.229,0.771,8.112,3.096,2.021
14,MIN,Rashad McCants,0.431,0.368,0.741,20.2,10,2,1.3,3.6,0.035,13.3,12.538,0.762,7.938,3.233,1.367
14,BOS,Eric Williams,0.415,0.318,0.736,23.9,8.6,3.3,1.4,23.2,0.071,13.3,12.538,0.762,7.938,3.233,1.367
23,SAC,Francisco Garcia,0.43,0.361,0.802,21.7,8,2.6,1.4,18.4,0.076,12,11.258,0.742,6.7,3.213,1.346
11,GSW,Andris Biedrins,0.594,0,0.5,21.6,6.3,7,0.9,30.7,0.132,14.2,13.465,0.735,8.122,3.613,1.73
4,DAL,Jim Jackson,0.428,0.365,0.825,32.8,14.3,4.7,3.2,35.8,0.059,22.2,21.496,0.704,13.212,5.262,3.021
12,IND,Austin Croshere,0.407,0.34,0.861,17.4,6.8,4,1,27.6,0.115,11.8,11.125,0.675,6.512,3.496,1.117
13,DAL,Kelly Olynyk,0.481,0.371,0.809,20.7,9.1,5.3,1.6,3.6,0.108,16,15.362,0.638,9.5,3.925,1.938
11,MIL,Gary Trent,0.501,0.08,0.643,19.5,8.6,4.5,1,23.2,0.113,14.1,13.465,0.635,8.122,3.613,1.73
28,CHI,Norris Cole,0.411,0.332,0.736,21.5,6.3,1.7,2.4,2.2,0.02,10.4,9.773,0.627,5.891,2.359,1.523
29,SAS,Cory Alexander,0.389,0.354,0.756,15.8,5.5,1.6,2.7,3,0.03,9.8,9.175,0.625,5.27,2.79,1.115
49,CHI,Aaron Gray,0.509,0,0.562,12.1,3.4,3.7,0.7,6.2,0.077,7.8,7.18,0.62,4.033,2.207,0.94
36,NJN,Jordan Williams,0.507,,0.652,14.8,4.6,3.6,0.3,1.3,0.101,8.5,7.921,0.579,4.574,2.463,0.884
12,CLE,Vitaly Potapenko,0.479,0.167,0.694,19,6.5,4.5,0.7,15.5,0.064,11.7,11.125,0.575,6.512,3.496,1.117
29,DET,D.J. White,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,0.087,9.7,9.175,0.525,5.27,2.79,1.115
20,ATL,Roshown McLeod,0.409,0.111,0.819,18.8,7.2,2.7,1.1,0.2,0.004,11,10.483,0.517,6.317,2.729,1.438
7,SAC,Jason Williams,0.398,0.327,0.813,29.4,10.5,2.3,5.9,38.5,0.08,18.7,18.192,0.508,11.237,4.417,2.538
5,BOS,Jeff Green,0.441,0.344,0.784,32.8,14.3,5.1,1.6,24.3,0.073,21,20.492,0.508,12.658,5.133,2.7
34,MIN,Chris Smith,0.435,0.366,0.713,17.7,5.1,1.3,2.8,3.2,0.039,9.2,8.695,0.505,5.024,2.252,1.419
59,PHO,D.J. Strawberry,0.315,0.24,0.474,8.2,2.2,0.8,0.9,-0.2,-0.031,3.9,3.4,0.5,1.95,0.9,0.55
18,SAS,Tracy Murray,0.43,0.388,0.829,18.4,9,2.5,0.8,24.1,0.096,12.3,11.804,0.496,7.175,3.387,1.242
25,CLE,Shannon Brown,0.42,0.331,0.806,17.9,7.7,1.9,1.1,9.2,0.061,10.7,10.217,0.483,6.165,2.896,1.157
1,CHI,Elton Brand,0.501,0.105,0.736,34,16.6,8.8,2.1,108.7,0.153,27.5,27.029,0.471,16.708,7.358,2.962
24,PHO,Rudy Fernandez,0.399,0.36,0.84,24,9.1,2.4,2.2,14.2,0.114,13.7,13.229,0.471,8.112,3.096,2.021
31,SAC,Randy Brown,0.417,0.2,0.691,17.6,4.8,1.8,2.2,11,0.046,8.8,8.352,0.448,5.119,2.314,0.919
11,HOU,Robert Horry,0.425,0.341,0.726,24.5,7,4.8,2.1,66.3,0.118,13.9,13.465,0.435,8.122,3.613,1.73
53,DEN,Dan McClintock,0.5,,0,9.7,3,2.8,0.2,0,0.007,6,5.575,0.425,3.108,1.633,0.833
52,SAC,Mike Peplowski,0.556,0,0.531,10.4,2.9,2.6,0.4,1,0.067,5.9,5.489,0.411,3.017,1.661,0.811
15,MIL,Larry Sanders,0.473,0,0.559,19.7,6.4,5.8,0.7,9.1,0.104,12.9,12.496,0.404,7.474,3.539,1.483
36,ATL,David Andersen,0.44,0.347,0.674,12.3,4.9,2.8,0.6,1.5,0.059,8.3,7.921,0.379,4.574,2.463,0.884
14,UTA,Kris Humphries,0.469,0.095,0.685,18.1,6.7,5.5,0.7,23.4,0.098,12.9,12.538,0.362,7.938,3.233,1.367
2,TOR,Marcus Camby,0.466,0.205,0.67,29.5,9.5,9.8,1.9,81.6,0.137,21.2,20.838,0.362,12.367,5.779,2.692
3,WAS,Bradley Beal,0.416,0.396,0.787,33.1,15.7,3.8,2.9,7,0.079,22.4,22.071,0.329,14.062,4.875,3.133
30,DAL,Sean Rooks,0.459,0.091,0.699,18.1,6.2,3.8,0.8,16.2,0.057,10.8,10.477,0.323,6.064,3.164,1.25
44,CHI,Sean Lampley,0.463,0,0.691,12.2,4.5,2.1,0.7,1.1,0.096,7.3,7.025,0.275,4.15,2,0.875
17,NYK,Iman Shumpert,0.399,0.352,0.772,26.3,8,3.6,2.1,7.1,0.069,13.7,13.446,0.254,8.033,3.779,1.633
11,ORL,J.J. Redick,0.431,0.388,0.885,22.9,9.9,1.8,2,28.5,0.128,13.7,13.465,0.235,8.122,3.613,1.73
53,MIA,Matt Freije,0.293,0.224,0.714,14,3.2,2,0.6,-0.6,-0.047,5.8,5.575,0.225,3.108,1.633,0.833
26,DET,Jason Maxiell,0.501,0,0.563,18.8,5.8,4.2,0.4,19,0.086,10.4,10.208,0.192,6.146,2.842,1.221
24,LAL,Derek Fisher,0.399,0.374,0.817,25.4,8.3,2.1,3,62.3,0.091,13.4,13.229,0.171,8.112,3.096,2.021
45,CHI,Matt Bonner,0.466,0.416,0.777,17.7,6.2,3.2,0.7,35.5,0.139,10.1,9.937,0.163,6.037,2.605,1.295
13,DEN,Bryant Stith,0.424,0.329,0.841,28,10.1,3.4,2,29.5,0.086,15.5,15.362,0.138,9.5,3.925,1.938
22,NYK,Donnell Harvey,0.46,0.1,0.659,16.2,5.6,4,0.8,4.7,0.069,10.4,10.271,0.129,5.933,3.154,1.183
5,MIA,Steve Smith,0.44,0.358,0.845,30.6,14.3,3.2,3.1,83.7,0.139,20.6,20.492,0.108,12.658,5.133,2.7
50,CHA,Ryan Hollins,0.577,0,0.658,11.9,3.8,2.1,0.3,8.5,0.078,6.2,6.133,0.067,3.592,2.033,0.508
50,GSW,Matt Fish,0.5,0,0.625,10.2,3.5,2.2,0.5,0.6,0.058,6.2,6.133,0.067,3.592,2.033,0.508
14,HOU,Marcus Morris,0.427,0.365,0.685,20,8.2,3.5,0.9,6.2,0.08,12.6,12.538,0.062,7.938,3.233,1.367
16,CHI,James Johnson,0.451,0.265,0.717,18.4,6.5,3.2,1.6,7.3,0.068,11.3,11.248,0.052,6.778,3.061,1.409
35,TOR,Jimmy King,0.429,0.147,0.691,13.9,4.5,1.8,1.4,0,0.001,7.7,7.658,0.042,4.089,2.642,0.926
3,MIN,Christian Laettner,0.48,0.261,0.82,29.7,12.8,6.7,2.6,64.9,0.121,22.1,22.071,0.029,14.062,4.875,3.133
33,ATL,Terence Morris,0.407,0.196,0.711,13.9,3.4,2.7,0.7,1,0.025,6.8,6.771,0.029,3.717,2.387,0.667
52,SAS,Derrick Dial,0.372,0.19,0.672,8.4,3.1,1.6,0.8,0.6,0.045,5.5,5.489,0.011,3.017,1.661,0.811
5,CHH,Kendall Gill,0.434,0.3,0.754,30.5,13.4,4.1,3,47.8,0.078,20.5,20.492,0.008,12.658,5.133,2.7
4,MEM,Mike Conley,0.441,0.373,0.794,32.7,13.1,2.8,5.6,41.6,0.117,21.5,21.496,0.004,13.212,5.262,3.021
1,CHH,Larry Johnson,0.484,0.332,0.766,36.3,16.2,7.5,3.3,69.7,0.13,27,27.029,-0.029,16.708,7.358,2.962
2,LAC,Antonio McDyess,0.497,0.117,0.67,27.6,12,7.5,1.3,69.8,0.119,20.8,20.838,-0.038,12.367,5.779,2.692
17,POR,Aaron McKie,0.438,0.35,0.779,24.2,7.4,3.3,2.7,40,0.1,13.4,13.446,-0.046,8.033,3.779,1.633
38,MIL,Jerald Honeycutt,0.391,0.362,0.632,11.7,5.1,1.9,0.7,0.3,0.02,7.7,7.758,-0.058,4.321,2.068,1.368
22,NJN,Marcus Williams,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001,10.2,10.271,-0.071,5.933,3.154,1.183
28,SAC,Dan Dickau,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061,9.7,9.773,-0.073,5.891,2.359,1.523
49,SAS,Greg Sutton,0.396,0.361,0.743,11.6,4.5,0.9,1.7,1,0.024,7.1,7.18,-0.08,4.033,2.207,0.94
32,HOU,Steve Novak,0.44,0.433,0.892,12.9,5,1.3,0.3,14.2,0.126,6.6,6.69,-0.09,4.033,1.667,0.99
15,PHI,Maurice Harkless,0.466,0.332,0.585,24.9,7.8,3.8,0.8,5.5,0.066,12.4,12.496,-0.096,7.474,3.539,1.483
25,LAC,Elmore Spencer,0.516,0,0.58,16.8,5.9,3.5,0.7,0,0.001,10.1,10.217,-0.117,6.165,2.896,1.157
56,BOS,Brandon Hunter,0.476,0,0.488,9.4,3.3,2.8,0.3,0.7,0.055,6.4,6.555,-0.155,3.727,1.873,0.955
33,POR,Joey Dorsey,0.504,,0.456,9.9,2.5,3.6,0.5,0.9,0.063,6.6,6.771,-0.171,3.717,2.387,0.667
33,DEN,Chris Herren,0.336,0.328,0.692,14.4,3.2,1,2.4,0.5,0.025,6.6,6.771,-0.171,3.717,2.387,0.667
